,full_text,full_text_eng,classification,classification naive bayes
1373,jakarta indonesia hari bagi penuh beberapa undang kunjung temu kait jaring madani indonesia pasti kait milu 2024 tiba soekarnohatta international airport langsung ke duta besar malaysia jakarta ada,Jakarta Indonesia Day for the full several laws of gathering the Indonesian Madani Net Meeting Definitely the Hooks of Milu 2024 arrived SoekarnoHatta International Airport directly to the Malaysian Ambassador Jakarta ,Positif,Positif
1374,modal upah kosek kamar mandi pinjam uang dagang nasi uduk orang tua hingga sisih rp10000 per hari jual sabun jumlah individu kalang masyarakat miskin kota tarung memperebuntukan kursi legislatif milu 2024,Capital Wages of Bathroom Bathroom Borrowing Commercial Money Uduk Parents Until Sisih Rp10000 per day Selling Soap Number of Individuals The Poor of Tarung City Extraction the Legislative Chair of MILU 2024 ,Negatif,Positif
1375,cegah potensi kerawananan jelang milu timpora salatiga gelar rapat koordinasi selasa 30 januari 2024 kantor imigrasi kelas i tapi semarang selenggara rapat koordinasi tim awas orang asing timpora giat senggara hotel laras asri,Prevent the potential for vulnerability ahead of Milu Timpora Salatiga Holds Coordination Meeting Tuesday 30 January 2024 Class I Immigration Office but Semarang Selear Coordination Meeting of Awas Orang Timpora Awas Timpora Senggara Hotel Laras Asri ,Netral,Positif
1376,bpip ajak mahasiswa jaga demokrasi lalu pancasila milu 2024,BPIP invites students to keep democracy and then Pancasila Milu 2024 ,Netral,Positif
1377,detikers rektor unhas prof jamaluddin mentidaku beda pilih politik istri anakanaknya milu 2024 ogah pengaruh simak ulas sini via,Detikers Rector Unhas Prof Jamaluddin Mentidaku Different Choose the Politics of his wifes wife Milu 2024 unwilling to influence seeing the review here via ,Netral,Positif
1378,komitmen tinggi ganjar pranowomahfud md sejahtera tunjuk lewat tindak nyata keren,Ganjar Pranowomahfud MDs High Commitment to Prosper ,Positif,Positif
1379,dulur makmur milu serentidak 2024 dapat lima surat suara beda masingmasing pilih lho surat suara milik ciri khas warna beda yuk kenal warna jangan ssampaiai salah yaa,Dulur Makmur Milu Serent does not 2024 get five different ballots each select you know the ballots belonging to the characteristics of different colors lets know the colors dont get wrong ,Negatif,Positif
1380,giat simulasi mungut tungsura milu 2024 meminimalisir dsampaiak gagal milu awal simulasi tapis,Enterprising Simulation of Mukung Tungsura Milu 2024 minimizes with the failure of the first miles ,Negatif,Positif
1381,ksampaianye yogyakarta ganjar janji sekolah gratis 12 tahun,KSAMPUTANYE YOGYAKARTA GANDAH SCHOOL OF FREE SCHOOL 12 YEARS ,Positif,Positif
1382,gelombang balik jegal untung amin,Waves Back Jegal Untung Amin ,Netral,Positif
1383,para buzzer netizen budiman waktu tempat sila,Budiman netizens buzzers ,Netral,Positif
1384,jadi anggota kpps perlu paham tugas wewenang wajib milu 2024 yuk simak jelas,So KPPS members need to understand the duties of the authority of mandatory 2024 lets see clearly ,Positif,Positif
1385,lebih tahu hukum milu selasa 30 januari 2024 salam integritas divisi hukum awas kpu provinsi jawa timur,Knowing the Law of Milu Tuesday 30 January 2024 Greetings Integrity of the Law Division of the East Java Provincial KPU ,Netral,Positif
1386,cooling system meminimalisir ganggu kamtibmas jelang milu 2024 polres inhil gelar sholat maghrib isya jamaah sama masyarakat,Cooling System minimizes Kamtibmas disturbance ahead of the 2024 Election of Inhil Regional Police Holds Maghrib Isya Prayer Jamaah and the community ,Netral,Positif
1387,lembaga kaji milu indonesia lkpi laku survei kait tingkat pilih masyarakat tiga caprescawapres akan laga pilpres 2024 hasil cukup pasang calon nomor urut 02 prabowo subiantogibran rakabuming tang pilpres satu,Institute for the Indonesian LKPI MILU LKPI Survey Survey Level Survey Levels of Community Three Candidates for Presidential Candidates for the 2024 Presidential Election Match Enough Candidate Candidate Number 02 Prabowo Subiantogibran Rakabuming Tang Pilpres One ,Netral,Positif
1388,polres lombok utara aman gudang logistik kpud dukung aman lancar pesta demokrasi milu 2024 satgas omb rinjani 20232024 polres lombok utara hingga kini terus tingkat aman gudang kpud,North Lombok Police Station Safe Logistics Warehouse KPUD Supports Safe Smoothly Democratic Party MILU 2024 Task Force OMB Rinjani 20232024 North Lombok Police Station until now continues to be safe levels of the KPUD warehouse ,Positif,Positif
1389,milu 2024 jujur kinaryo projo,Translatedsrcjw desten textFollow 2024 honest projo ,Positif,Positif
1390,patroli malam anggota polsek cilamaya monitoring ecek logistik milu 2024 ppk cilamaya kulon,Patrol Night Members of the Cilamaya Sector Police Monitoring EKEK Logistics MILU 2024 PPK Cilamaya Kulon ,Netral,Positif
1391,hallo warga kabupaten tangerang gimana kabar sehat kali bang ricky sedang ada desa ciakar camat panongan tentu rangka sosialisasi juang partai demokrat dalam kontestasi milu 2024 yuk samasama juang sama,Hello residents of Tangerang Regency how are you healthy Ricky there is a Ciakar Village Panongan Sub District of course the framework of the Democratic Partys Fighting Socialization in the 2024 MILU contestation ,Positif,Positif
1392,patroli malam anggota polsek cilamaya monitoring ecek logistik milu 2024 ppk cilamaya wetan,Patrol Night Members of the Cilamaya Sector Police Monitoring EKEK LOGISTIC MILU 2024 PPK Cilamaya Wetan ,Netral,Positif
1393,panwaslu camat sumobito laku kegaiatan awas tahap ksampaianye 28 januari 2024,Panwaslu Sub District Head of Sumobito Laku Reduration of Awas Stage Ksampanye January 28 2024 ,Netral,Positif
1394,ganjar pranowomahfud md ikon berani tawar solusi cerdas buat atas masalah bangsa,Ganjar Pranowomahfud MD IKON dares to bargain smart solutions for the nations problems ,Positif,Positif
1395,kilas info kait salah satu tugas awas tapis saat laksana mungut suara milu tahun 2024,Flash info hooks one of the tasks of alert to the tapis when like MILU VOCATIONAL SCHOOL in 2024 ,Positif,Positif
1396,rakor forkopimda forkopimca seluruh kepala desa bhabinkamtibmas babinsa kabupaten pacitan rangka wujud milu 2024 aman damai diseenggarakan gedung aneka jaya pacitan selasa3001,Coordination Meeting Forkopimda Forkopimca All Heads of Bhabinkamtibmas Babinsa Village Pacitan Regency Framework of Milu 2024 Safe Peace held in the Aneka Jaya Pacitan Building Tuesday 3001 ,Positif,Positif
1397,rangka harkamtibmas personil bhabinkamtibmas polsek medan area laksana sambang door to door system binluh harkamtibmas problem solving rangka antisipasi 3c edar narkoba aktif pos kamling milu damai tahun 2024,Harkamtibmas Frame Bhabinkamtibmas Personnel Medan Regional Police Areas Sambang DOOR TO DOOR SYSTEM BINLUH HARKAMTIBMAS PROBLEM SOLVING TRANSING 3C ACTIVE DRUG DRUGS POST KAMLING MILU DAMAI IN 2024 ,Negatif,Positif
1398,siap sukses pilih umum milu 2024 langsung cape town afrika selatan,Ready to Succeed in Choosing General Milu 2024 directly Cape Town South Africa ,Positif,Positif
1399,nasib rupiah pasti awal tahun,the fate of the rupiah must be the beginning of the year ,Netral,Positif
1400,sikap politik guntur soekarnoputra dulu sekarang jadi sorot sebut nama jokowi,The political attitude of Guntur Soekarnoputra used to be highlighting in the name of Jokowi ,Netral,Positif
1401,bingung pilih siapa coblos cara lihat profil caleg milu 2024 lewat,Confused Choose Who Coblos How to See the Profile of the 2024 Election Candidate by ,Negatif,Positif
1402,masa milu 2024 bagai lembaga kantor berita nasional peran penting menysampaiaikan informasi liput imbang edukasi masyarakat kena penting partisipasi proses demokrasi menciptidakan suasana kondusif aman,MILU PERI 2024 As a National News Agency Institution the important role in the information to provide information on public education draws ,Positif,Positif
1403,konten literasi politik masyarakat netralitas selenggara milu 2024,Political Literacy Content Community Neutrality Selear Milu 2024 ,Netral,Positif
1404,rakord kait transportasi geser personel kirim logistik milu tahun 2024 daerah pulau kab sumenep,Rakord Hook Transportation Shear Personnel Send Logistics Milu in 2024 Island Region Sumenep Regency ,Netral,Positif
1405,ganjar pranowomahfud md calon pimpin kece punya dedikasi tinggi buat ngebawa ubah,Ganjar Pranowomahfud MD prospective led Kepce has a high dedication to bring change ,Positif,Positif
1406,tempat posko milu jaksa negeri lahat 2,Post Milu Post of the Lahat State Prosecutor 2 ,Netral,Positif
1407,03 slankgroup nyanyi konsisten dukung perintah demokratis dukung 2periode jokowi kalah prabowoayodukung segala usaha niat baik menang milu 14022024 pilih caleg partai dukung ganjarmahfud,03 Slank Singing Group Consistent Supports Democratic Orders Supporting 2 Jokowi Periods Lose Prabowoay Product All Efforts to Win Milu 14022024 Choose Party Candidates Support Ganjarmahfud ,Positif,Positif
1408,bhabinkamtibmas semak aiptu tri widiatmoko laksana sambang warga wilayah bina selasa 30012024 giat sebut sekaligus ssampaiaikan pesan warga unt selalu bersamasama jaga kamtibmas wilayah jelang milu 2024,Bhabinkamtibmas SEMAK AIPTU TRI WIDIATMOKO like a resident of the Bina region Tuesday 30012024 is active as well as the message of the citizens to always work together to guard the Kamtibmas area ahead of 2024 ,Negatif,Positif
1409,strategi aniescak imin selamat nasib jurnalis rentan phk hingga kriminalisasi via,Aniescak Imins strategy congratulates the fate of a journalist vulnerable to layoffs to criminalization via ,Negatif,Positif
1410,patroli polsek kenohan aktif ajak warga sukses milu 2024 tidak golong putih,Kenohan Police Station Patrol Active Inviting Successful Milu 2024 Residents Not White Golong ,Positif,Positif
1411,kpu sinjai gelar simulasi mungut hitung suara milu 2024 dua kali,KPU Sinjai Holds Simulation of Mungu Calculating Milu 2024 Voice Twice ,Netral,Positif
1412,polres rau gencar laku patroli kantor kpu bawaslu gudang logistik jelang milu 2024,Rau Police Station Increasingly Patrol Patrol KPU Office Bawaslu Logistics Warehouse ahead of MILU 2024 ,Netral,Positif
1413,tvr 120komisi ii dpr riketertiban ksampaianye jaga baik sejak 28 november 2023 hingga 10 februari 2024 jadi masa ksampaianye milu 2024 tertib aman lama masa ksampaianye jadi penting harus jaga seluruh serta milu,TVR 120 Commission II DPR Rike Empowerment Amployment Achievement Good guard from November 28 2023 to 10 February 2024 So the period of MILU 2024 MILU SAFE LONG LONGS ,Positif,Positif
1414,proses simulasi harap terssampaiaikan kpps ujung tombak milu 2024,The simulation process is pleased with the KPPS spearheads 2024 ,Positif,Positif
1415,kito asn bengkulu junjung tinggi netralitas milu 2024,Kito ASN Bengkulu Uphold the Neutrality of Milu 2024 ,Netral,Positif
1416,banyak 111 personel polisi terbang polri beberapa negara akan tugas aman tempat mungut suara luar negeri tapisln dal rangkai milu 2024,Many 111 Polri Flying Police personnel several countries will be safe tasks where the Tapisln dal is in 2024 ,Positif,Positif
1417,ambil hitung suara laku suara rakyat boleh seleweng ingat lanyalla lanyalla harap milu 2024 hasil proses milik kredibilitas legitimasi kuat masyarakat,Translatedsrcms desten textCalculate the voice of the peoples voice can be said ,Netral,Positif
1418,sisi lanyalla harap selenggara milu 2024 langsung baik ada kecurangankecurangan lapang kpu bertanggungjawab minimal potensi curang jadi,Translatedsrcms desten textLanyalla side hope to maintain 2024 directly there is a lack of free lack of free KPU responsible for minimal cheating potential so ,Positif,Positif
1419,akan bantu terus aspirasi sebut fasilitas memang tugas di dpd ri terang lanyalla,will continue to help aspirations call the facility indeed the task at the DPD RI is bright Lanyalla ,Positif,Positif
1420,aspirasi dissampaiaikan lanyalla mentidaku juang terus pihak kait soal aspirasi tingkat sejahtera kpud kota surabaya hibah tanah kpud sidoarjo,aspiration to be accompanied by lanyalla mentidaku continues the hooks about the aspirations of the prosperous level of the Surabaya City Election Commission Grant Sidoarjo Election Commission ,Netral,Positif
1421,sudah surat gubernur bupati mungkin pak ketua dpd ri fasilitas ini harap iskak,already a letter of the regents governor maybe the chairman of the DPD RI this facility hopes to be ,Netral,Positif
1422,sisi iskak minta ketua dpd ri fasilitas gedung kantor tempat ini ini kata iskak tanah bangun bukan milik kpud sidoarjo,The Iskak Side Asks the Chairman of the DPD RI This office building facility is said Iskak Tanah Bangun not belonging to the Sidoarjo Regional Election Commission ,Netral,Positif
1423,di pondok pesanantien rumah sakit ksampaius iskak sebut kpud sidoarjo siap tapis khusus tidak minta ujar iskak,at Pondok Messageien Ksamuus Hospital Sidoarjo KPUD is ready to have a special tapis not asking for Iskak said ,Positif,Positif
1424,ada kendala logistik milu sidoarjo diri 18 camat 346 desa 5551 tapis reguler 15 tapis lokasi khusus dapat jumlah 1461642 tugas kpps jumlah 38 ribu lebih kata,There are constraints of Logistics Milu Sidoarjo Self 18 Sub District 346 Village 5551 Regular Tapis 15 Special Location Tapis can number 1461642 Task KPPS Total 38 thousand more words ,Positif,Positif
1425,ini ada gudang disetting masuk logistik dalam kotidak suara lanjut distribusi tahap mulai camat desakelurahan hingga tapis,This is a warehouse in the logistics entry settings in the further ballot box distribution from the Desakel Village Sub District to Tapis ,Netral,Positif
1426,divisi teknis selenggara ana aziza divisi rencana data informasi musonif afandi ketua dpd ri ketua kpud sidoarjo mukhamad iskak jelas seluruh logistik milu terima,Technical Division of Ana Aziza Aziza Division of the Afandi Musonive Information Plan Chairperson Chairperson of the DPD RI Sidoarjo KPUD Mukhamad Iskak is clearly the entire logistics of MILU Receive ,Positif,Positif
1427,sosialisasi didik pilih sdm partisipasi masyarakat fauzan adim divisi teknis selenggara miftidakul rohmah divisi hukum awas achmad labib,Socialization of Students Choose HR Participation of the Fauzan Adim Community Technical Division of the Miftidakul Rohmah Legal Division Awas Achmad Labib ,Positif,Positif
1428,giat simulasi mungut tungsura untik meminimalisir halhal tidak ingin,Enterprising Tungsura Collection Simulation to minimize things do not want to ,Netral,Positif
